,magnitude_of_delay,delay_in_seconds,luminosity,avg_temperature,avg_atm_pressure,avg_humidity,avg_wind_speed,avg_rain,incidents,National,Regional,day_of_month,week_day,month,hour,day_of_year,season,is_holiday,is_weekend
4105,0,277,2,17.0,1023.0,42.0,1.0,0,1,6,0,16,3,12,13,350,3,0,1
4106,0,58,2,14.583,1017.0,36.0,1.0,0,1,5,0,15,3,7,16,196,1,0,1
4107,0,0,2,17.0,1022.0,61.0,1.0,0,3,5,0,5,5,6,7,156,1,0,1
4108,0,0,0,14.0,1015.0,89.0,0.0,0,2,5,0,4,6,4,1,94,0,1,1
4109,0,270,0,13.0,1022.0,86.0,1.0,0,0,5,0,25,0,10,22,298,3,0,1
4110,0,0,0,12.0,1013.0,78.0,5.0,0,0,0,0,14,6,3,20,73,0,0,1
4111,2,4495,2,14.0,1020.0,88.0,2.0,0,4,13,0,7,4,5,9,127,0,0,1
4112,0,0,0,16.0,1021.0,88.0,1.0,0,0,5,0,9,4,7,2,190,1,0,1
4113,0,0,0,8.0,1024.0,87.0,2.0,0,2,5,0,27,5,3,4,86,1,0,1
4114,0,479,2,25.0,1022.0,56.0,0.0,0,1,6,0,6,2,10,16,279,2,0,1
4115,2,280,2,19.0,1018.0,54.0,0.0,0,2,8,0,10,2,11,13,314,2,0,1
4116,0,0,2,16.0,1017.0,93.0,1.0,0,0,5,0,2,5,10,9,275,2,0,1
4117,0,0,0,8.0,1024.0,93.0,2.0,0,2,5,0,27,5,3,3,86,1,0,1
4118,0,0,0,14.0,1020.0,58.0,0.0,0,3,5,0,19,0,4,0,109,0,0,1
4119,0,0,2,11.0,1003.0,91.0,0.0,2,3,5,0,9,6,5,7,129,0,0,1
4120,0,0,2,18.0,1020.0,48.0,2.0,0,3,5,0,18,6,4,19,108,0,0,1
4121,0,0,0,10.0,1011.0,91.0,0.0,0,1,0,0,21,3,1,4,21,3,0,1
4122,0,31,2,16.0,1016.0,92.0,1.0,0,1,5,0,5,0,7,6,186,1,0,1
4123,2,4261,2,21.0,1019.0,57.0,0.0,0,4,12,0,22,1,6,18,173,1,0,1
4124,0,0,0,10.0,1021.0,83.0,0.0,0,0,0,0,13,0,12,3,347,3,0,1
4125,0,0,0,23.0,1016.0,40.0,3.0,0,0,5,0,16,4,7,5,197,1,0,1
4126,0,0,0,5.0,1021.0,78.0,1.0,0,1,4,0,27,5,11,22,331,3,0,1
4127,0,0,0,6.0,1028.0,66.0,1.0,0,0,5,0,7,6,11,3,311,2,0,1
4128,0,0,0,13.0,1022.0,83.0,1.0,0,0,5,0,23,5,10,22,296,3,0,1
4129,0,0,2,13.0,1025.0,67.0,2.0,0,2,5,0,25,3,3,11,84,1,0,1
4130,0,0,1,14.0,1018.0,51.0,5.0,0,3,5,0,2,6,5,20,122,0,0,1
4131,0,0,0,15.0,1017.0,79.0,0.0,0,0,5,0,16,5,10,6,289,2,0,1
4132,0,0,2,13.0,1019.0,92.0,0.0,0,0,5,0,7,2,7,6,188,1,0,1
4133,0,0,2,10.0,1016.0,72.0,0.0,0,0,0,0,8,0,3,10,67,0,0,1
4134,0,0,0,11.0,1024.0,94.0,1.0,0,1,5,0,6,0,12,22,340,3,0,1
4135,0,0,0,19.0,1022.0,68.0,2.0,0,0,5,0,7,3,10,0,280,2,0,1
4136,0,0,0,10.0,1018.0,93.0,2.0,0,0,0,0,6,5,3,3,65,0,0,1
4137,0,0,0,17.0,1015.0,81.0,1.0,0,3,5,0,11,4,6,4,162,1,0,1
4138,0,217,2,17.0,1021.0,61.0,3.0,0,2,6,0,28,0,6,19,179,1,0,1
4139,0,0,0,16.0,1020.0,80.0,1.0,0,0,5,0,14,2,7,4,195,1,0,1
4140,0,73,2,17.0,1016.0,40.0,0.0,0,3,6,0,4,6,4,11,94,0,1,1
4141,0,162,0,11.0,1025.0,94.0,0.0,0,2,5,0,9,3,12,20,343,3,0,1
4142,0,0,2,19.0,1006.0,67.0,1.0,0,3,5,0,25,6,4,17,115,1,1,1
4143,0,0,2,13.0,1015.0,80.0,1.0,0,0,1,0,28,2,7,7,209,1,0,1
4144,0,0,0,18.0,1018.0,55.0,1.0,0,2,5,0,30,1,3,22,89,1,0,1
4145,0,83,2,17.0,1022.0,60.0,0.0,0,1,5,0,8,0,11,13,312,2,0,1
4146,0,0,0,16.0,1019.0,89.0,1.0,0,0,5,0,6,1,7,21,187,1,0,1
4147,0,36,0,11.0,1025.0,69.0,1.0,0,1,5,0,30,3,9,7,273,3,0,1
4148,0,0,0,12.0,1019.0,68.0,1.0,0,3,5,0,18,6,4,0,108,0,0,1
4149,0,366,2,15.0,1019.0,57.0,0.0,0,1,8,0,16,1,11,14,320,2,0,1
4150,0,0,0,12.0,1004.0,91.0,4.0,0,1,0,0,21,3,1,22,21,3,0,1
4151,0,0,2,15.0,1008.0,58.0,1.0,0,3,5,0,29,3,4,16,119,1,0,1
4152,2,1844,2,20.0,1009.0,78.0,0.0,1,3,10,0,14,1,9,17,257,2,0,1
4153,0,1497,2,21.0,1013.0,40.0,0.0,0,4,10,0,6,1,4,16,96,0,0,1
4154,2,3421,0,13.0,1019.0,62.0,1.0,0,4,9,0,16,1,11,17,320,2,0,1
4155,0,308,2,25.0,1022.0,62.0,2.0,0,1,5,0,19,1,10,12,292,2,0,1
4156,0,0,0,14.0,1010.0,92.0,0.0,0,2,5,0,21,0,6,0,172,1,0,1
4157,0,0,0,16.0,1018.0,90.0,1.0,0,0,5,0,18,6,7,23,199,1,0,1
4158,0,0,0,17.0,1013.0,73.0,1.0,0,0,5,0,12,6,9,5,255,2,0,1
4159,0,0,0,14.0,1007.0,94.0,5.0,0,3,5,0,9,6,5,1,129,0,0,1
4160,0,0,2,15.0,1018.0,82.0,2.0,0,0,0,0,7,6,3,13,66,0,0,1
4161,0,1488,2,21.0,1014.0,33.0,2.0,0,4,8,0,7,2,4,17,97,0,0,1
4162,0,423,2,17.0,1010.0,84.0,0.0,0,3,7,0,17,3,6,14,168,1,0,1
4163,0,0,0,13.0,1020.0,74.0,2.0,0,2,5,0,24,3,6,5,175,1,0,1
4164,0,134,2,19.0,1019.0,49.0,0.0,0,3,5,0,22,0,3,17,81,1,0,1
4165,2,14978,0,11.0,1010.0,93.0,3.0,1,4,37,1,2,1,11,18,306,2,0,1
4166,0,0,2,19.0,1020.0,79.0,3.0,0,0,5,0,26,6,9,18,269,3,0,1
4167,0,0,0,12.0,1026.0,93.0,0.0,0,0,0,0,27,2,1,4,27,3,0,1
4168,0,269,2,17.0,1021.0,60.0,1.0,0,1,7,0,8,0,11,16,312,2,0,1
4169,0,0,0,8.0,1021.0,93.0,1.0,0,2,5,0,23,1,3,3,82,1,0,1
4170,0,0,0,14.0,1012.0,82.0,1.0,0,3,5,0,6,1,4,21,96,0,0,1
4171,0,0,0,12.0,1026.0,93.0,0.0,0,3,0,0,27,2,1,23,27,3,0,1
4172,0,1496,2,12.0,1016.0,41.0,0.0,0,4,7,0,16,4,4,8,106,0,0,1
4173,0,529,2,13.0,1023.0,91.0,1.0,0,1,5,0,4,0,10,10,277,2,0,1
4174,0,144,2,18.0,1024.0,82.0,4.0,0,3,6,0,23,1,3,14,82,1,0,1
4175,0,252,2,18.0,1017.0,36.0,2.0,0,4,6,0,16,4,4,12,106,0,0,1
4176,0,0,0,15.0,1007.0,93.0,1.0,1,0,3,0,29,4,10,4,302,3,0,1
4177,0,0,0,12.0,1019.0,97.0,1.0,1,3,5,0,13,3,5,5,133,0,0,1
4178,0,187,2,17.0,1021.0,53.0,0.0,0,3,6,0,29,0,3,17,88,1,0,1
4179,2,1347,2,23.0,1019.0,44.0,2.0,0,3,6,0,14,3,10,17,287,2,0,1
4180,0,0,0,16.0,1015.0,67.0,1.0,0,0,5,0,26,5,6,4,177,1,0,1
4181,0,251,2,22.0,1016.0,55.0,1.0,0,1,5,0,23,3,9,12,266,3,0,1
4182,0,0,2,22.0,1015.0,21.0,0.0,0,3,5,0,4,6,4,15,94,0,1,1
4183,0,0,0,14.0,1027.0,72.0,0.0,0,0,5,0,28,1,9,22,271,3,0,1
4184,0,0,2,17.0,1015.0,78.0,0.0,0,0,5,0,26,5,6,19,177,1,0,1
4185,0,0,2,8.0,1021.0,75.0,1.0,0,0,3,0,13,5,11,8,317,2,0,1
4186,2,580,2,23.0,1023.0,59.0,0.0,0,2,8,0,6,2,10,14,279,2,0,1
4187,0,0,0,12.0,1016.0,92.0,0.0,0,2,5,0,3,5,4,4,93,0,0,1
4188,0,160,2,14.583,1017.0,38.0,2.0,0,1,5,0,15,3,7,15,196,1,0,1
4189,0,107,0,15.0,1025.0,77.0,1.0,0,1,6,0,12,0,7,23,193,1,0,1
4190,0,0,0,11.0,1010.0,91.0,1.0,0,3,5,0,22,3,4,2,112,1,0,1
4191,0,0,2,18.0,1022.0,41.0,2.0,0,3,5,0,6,6,6,11,157,1,0,1
4192,0,301,2,21.0,1017.0,52.0,2.0,0,1,6,0,17,4,9,12,260,2,0,1
4193,2,156,2,18.0,1019.0,60.0,1.0,0,2,9,0,9,1,11,11,313,2,0,1
4194,0,0,0,17.0,1015.0,92.0,0.0,0,0,5,0,26,0,7,3,207,1,0,1
4195,0,0,2,15.0,1017.0,82.0,2.0,0,0,0,0,7,6,3,15,66,0,0,1
4196,0,0,0,5.0,1028.0,87.0,2.0,0,0,0,0,18,0,1,1,18,3,0,1
4197,2,1122,2,11.0,1012.0,58.0,0.0,0,3,8,0,22,0,11,14,326,3,0,1
4198,2,851,2,23.0,1022.0,44.0,1.0,0,2,10,0,21,1,9,14,264,3,0,1
4199,2,10080,2,13.0,1013.0,89.0,2.0,0,4,11,5,23,3,12,16,357,3,0,1
4200,0,0,0,17.0,1010.0,88.0,1.0,0,0,5,0,14,1,9,3,257,2,0,1
4201,0,112,2,12.0,1010.0,91.0,3.0,0,2,0,0,21,3,1,11,21,3,0,1
4202,0,0,0,13.0,1013.0,86.0,1.0,0,3,5,0,2,2,6,4,153,1,0,1
4203,0,0,0,16.0,1016.0,83.0,0.0,0,0,5,0,25,6,7,0,206,1,0,1
4204,0,0,0,14.0,1023.0,92.0,0.0,0,0,5,0,24,6,10,22,297,3,0,1
4205,0,0,0,14.0,1023.0,94.0,1.0,1,0,1,0,29,2,12,5,363,3,0,1
4206,0,0,0,15.0,1023.0,67.0,2.0,0,2,5,0,27,5,3,19,86,1,0,1
4207,0,0,0,9.0,1024.0,93.0,0.0,0,2,6,0,29,0,11,21,333,3,0,1
4208,0,0,0,9.0,1007.0,90.0,0.0,0,3,5,0,29,3,4,3,119,1,0,1
4209,0,731,0,14.0,1019.0,76.0,1.0,0,1,8,0,13,5,11,20,317,2,0,1
4210,0,151,2,23.0,1021.0,43.0,1.0,0,1,6,0,21,1,9,15,264,3,0,1
4211,2,1873,1,21.0,1019.0,72.0,1.0,0,3,11,0,16,3,9,19,259,2,0,1
4212,0,0,2,18.0,1015.0,68.0,0.0,0,0,5,0,26,5,6,7,177,1,0,1
4213,0,967,2,18.0,1015.0,76.0,4.0,0,3,8,0,21,0,6,17,172,1,0,1
4214,0,0,0,12.0,1015.0,90.0,0.0,1,0,5,0,21,1,12,1,355,3,0,1
4215,0,0,2,19.0,1015.0,56.0,3.0,0,3,5,0,11,6,4,16,101,0,0,1
4216,0,0,0,12.0,1020.0,89.0,0.0,0,3,5,0,7,4,5,3,127,0,0,1
4217,0,0,0,7.0,1015.0,77.0,1.0,0,0,5,0,24,2,11,2,328,3,0,1
4218,1,451,2,12.0,1025.0,71.0,1.0,0,0,1,0,14,1,12,10,348,3,0,1
4219,0,234,2,19.0,1017.0,63.0,0.0,0,1,5,0,23,3,9,10,266,3,0,1
4220,0,0,0,13.0,1014.0,92.0,2.0,0,0,0,0,23,3,12,2,357,3,0,1
4221,0,40,2,12.0,1014.0,92.0,3.0,0,1,0,0,2,1,2,13,33,3,0,1
4222,0,172,0,17.0,1011.0,91.0,4.0,0,1,5,0,2,5,10,19,275,2,0,1
4223,0,0,0,7.0,1015.0,74.0,1.0,0,0,5,0,24,2,11,1,328,3,0,1
4224,0,251,0,12.0,1015.0,82.0,0.0,0,1,6,0,21,6,11,19,325,3,0,1
4225,2,2767,2,11.0,1025.0,94.0,0.0,0,4,12,1,9,3,12,15,343,3,0,1
4226,0,0,2,15.0,1026.0,63.0,1.0,0,0,0,0,3,2,3,11,62,0,0,1
4227,0,0,0,11.0,1025.0,94.0,1.0,0,1,5,0,6,0,12,20,340,3,0,1
4228,2,6647,0,23.0,1018.0,28.0,1.0,0,4,16,0,13,2,10,19,286,2,0,1
4229,0,0,0,14.0,1022.0,91.0,1.0,0,0,5,0,4,0,10,23,277,2,0,1
4230,0,120,2,12.0,1016.0,87.0,3.0,0,3,0,0,30,5,1,12,30,3,0,1
4231,0,187,2,9.0,1009.0,92.0,1.0,1,4,6,0,10,0,5,7,130,0,0,1
4232,0,0,0,15.0,1019.0,91.0,0.0,0,0,5,0,9,5,10,2,282,2,0,1
4233,0,0,0,14.0,1006.0,84.0,0.0,0,3,5,0,26,0,4,22,116,1,0,1
4234,0,0,1,14.0,1017.0,83.0,1.0,0,0,5,0,16,5,10,7,289,2,0,1
4235,0,143,2,28.0,1018.0,43.0,1.0,0,3,5,0,25,4,6,11,176,1,0,1
4236,2,1583,2,5.0,1021.0,75.0,5.0,0,4,4,4,19,1,1,8,19,3,0,1
4237,0,0,2,17.0,1018.0,92.0,0.0,0,0,5,0,3,5,7,6,184,1,0,1
4238,2,4141,0,12.0,1026.0,92.0,1.0,0,4,12,0,11,5,12,17,345,3,0,1
4239,2,2403,2,13.0,1023.0,94.0,0.0,0,3,11,0,28,1,9,8,271,3,0,1
4240,0,57,2,14.0,1023.0,93.0,1.0,0,1,0,0,26,1,1,13,26,3,0,1
4241,0,0,0,17.0,1018.0,54.0,2.0,0,0,5,0,10,6,10,6,283,2,0,1
4242,0,0,0,12.0,1010.0,92.0,1.0,0,0,0,0,3,2,2,2,34,3,0,1
4243,0,0,0,18.0,1020.0,31.0,2.0,0,0,5,0,13,2,10,22,286,2,0,1
4244,0,0,0,19.0,1023.0,69.0,1.0,0,0,5,0,6,2,10,23,279,2,0,1
4245,0,365,2,21.0,1016.0,36.0,0.0,0,4,6,0,16,4,4,15,106,0,0,1
4246,0,31,0,18.0,1016.0,61.0,0.0,0,2,5,0,25,4,6,23,176,1,0,1
4247,0,0,0,7.0,1026.0,81.0,1.0,0,0,0,0,3,2,3,6,62,0,0,1
4248,0,0,0,22.0,1015.0,59.0,1.0,0,0,5,0,10,5,7,21,191,1,0,1
4249,0,0,0,10.0,1019.0,76.0,3.0,0,3,5,0,1,5,5,23,121,0,1,1
4250,0,68,2,18.0,1018.0,70.0,0.0,0,1,5,0,6,1,7,15,187,1,0,1
4251,0,0,1,8.0,1025.0,92.0,0.0,0,0,0,0,12,4,3,7,71,0,0,1
4252,0,0,0,14.0,1022.0,84.0,0.0,0,0,5,0,25,0,10,20,298,3,0,1
4253,0,0,2,18.0,1022.0,70.0,0.0,0,0,5,0,12,0,7,13,193,1,0,1
4254,0,1422,2,13.0,1021.0,67.0,0.0,0,4,8,0,12,2,5,17,132,0,0,1
4255,0,65,2,10.0,1029.0,58.0,0.0,0,3,1,2,16,5,1,16,16,3,0,1
4256,0,0,0,20.0,1011.0,76.0,1.0,0,0,5,0,13,0,9,0,256,2,0,1
4257,0,209,2,10.0,1028.0,93.0,0.0,0,1,2,0,6,0,12,10,340,3,0,1
4258,0,0,2,19.0,1021.0,80.0,1.0,0,0,5,0,20,2,10,16,293,2,0,1
4259,0,0,2,13.0,1026.0,61.0,0.0,0,0,0,0,12,4,3,13,71,0,0,1
4260,0,0,0,9.0,1026.0,92.0,0.0,0,0,5,0,11,5,12,2,345,3,0,1
4261,0,0,0,12.0,1013.0,57.0,1.0,0,2,5,0,22,0,3,21,81,1,0,1
4262,0,0,0,13.0,1019.0,81.0,0.0,0,3,5,0,14,2,4,0,104,0,0,1
4263,0,0,1,17.0,1019.0,90.0,1.0,0,3,5,0,14,0,6,5,165,1,0,1
4264,0,0,0,9.0,1021.0,65.0,0.0,0,0,0,0,9,1,3,21,68,0,0,1
4265,0,619,0,12.0,1026.0,89.0,1.0,0,1,8,0,11,5,12,19,345,3,0,1
4266,0,0,0,18.0,1020.0,93.0,1.0,0,0,3,0,17,6,10,22,290,2,0,1
4267,0,0,0,16.0,1014.0,92.0,1.0,1,0,5,0,6,1,7,1,187,1,0,1
4268,0,0,2,20.0,1013.0,38.0,4.0,0,0,5,0,19,0,7,15,200,1,0,1
4269,0,0,2,21.0,1021.0,64.0,0.0,0,0,5,0,14,2,7,10,195,1,0,1
4270,0,118,2,18.0,1016.0,60.0,2.0,0,1,5,0,20,1,7,19,201,1,0,1
4271,0,0,2,19.0,1024.0,38.0,0.0,0,0,0,0,15,0,3,15,74,0,0,1
4272,0,199,2,19.0,1019.0,34.0,3.0,0,3,7,0,4,1,5,14,124,0,0,1
4273,0,0,2,12.0,1024.0,92.0,1.0,0,3,0,0,28,3,1,8,28,3,0,1
4274,2,231,2,13.0,1025.0,70.0,1.0,0,0,0,0,14,1,12,12,348,3,0,1
4275,0,0,1,16.0,1009.0,71.0,0.0,0,3,5,0,8,5,5,20,128,0,0,1
4276,0,0,0,13.0,1023.0,91.0,1.0,0,0,5,0,29,2,12,23,363,3,0,1
4277,0,0,0,5.0,1025.0,53.0,1.0,0,0,0,0,21,6,3,6,80,1,0,1
4278,0,0,0,12.0,1015.0,92.0,3.0,1,2,0,0,29,4,1,23,29,3,0,1
4279,2,1740,2,16.0,1024.0,62.0,0.0,0,2,3,0,31,4,12,11,365,3,0,1
4280,0,112,0,14.0,1015.0,91.0,2.0,1,3,6,0,19,5,6,22,170,1,0,1
4281,0,1015,2,26.0,1021.0,63.0,4.0,0,2,9,0,19,1,10,14,292,2,0,1
4282,0,0,0,15.0,1018.0,78.0,0.0,0,0,5,0,12,0,7,0,193,1,0,1
4283,2,3472,2,23.0,1017.0,71.0,0.0,0,4,15,0,20,1,7,18,201,1,0,1
4284,0,0,0,17.0,1021.0,54.0,1.0,0,2,5,0,29,0,3,20,88,1,0,1
4285,0,0,2,15.0,1024.0,63.0,4.0,0,2,5,0,26,4,3,15,85,1,0,1
4286,0,1934,2,14.0,1011.0,82.0,4.0,0,4,10,0,10,5,4,12,100,0,0,1
4287,0,187,2,14.583,1016.0,43.0,0.0,0,1,6,0,17,5,7,19,198,1,0,1
4288,0,0,0,7.0,1021.0,73.0,1.0,0,0,0,0,22,0,3,1,81,1,0,1
4289,0,0,0,12.0,1025.0,93.0,1.0,0,3,0,0,28,3,1,1,28,3,0,1
4290,2,1565,2,12.0,1006.0,92.0,0.0,0,4,8,1,27,1,4,8,117,1,0,1
4291,0,0,0,11.0,1023.0,68.0,2.0,0,0,5,0,8,0,11,5,312,2,0,1
4292,0,0,0,18.0,1021.0,93.0,0.0,0,0,5,0,18,0,10,4,291,2,0,1
4293,0,0,0,10.0,1011.0,91.0,0.0,1,1,0,0,21,3,1,5,21,3,0,1
4294,0,29,2,15.0,1024.0,72.0,5.0,0,3,6,0,25,3,3,13,84,1,0,1
4295,0,0,0,8.0,1028.0,92.0,0.0,0,0,2,0,6,0,12,6,340,3,0,1
4296,0,0,0,6.0,1025.0,94.0,1.0,0,1,5,0,30,1,11,6,334,3,0,1
4297,0,0,0,17.0,1027.0,74.0,1.0,0,0,5,0,29,2,9,22,272,3,0,1
4298,0,477,1,12.0,1025.0,68.0,0.0,0,1,2,0,2,1,3,18,61,0,0,1
4299,2,1116,2,12.0,1019.0,62.0,2.0,0,4,10,0,3,0,5,8,123,0,0,1
4300,0,0,0,12.0,1017.0,91.0,0.0,0,3,5,0,12,2,5,1,132,0,0,1
4301,0,0,2,16.0,1014.0,87.0,0.0,0,0,5,0,25,6,7,8,206,1,0,1
4302,2,7147,1,16.0,1011.0,63.0,4.0,1,4,16,1,28,3,10,18,301,3,0,1
4303,0,0,2,20.0,1020.0,60.0,3.0,0,0,5,0,18,5,9,14,261,2,0,1
4304,0,0,0,17.0,1014.0,59.0,3.0,0,3,5,0,7,2,4,20,97,0,0,1
4305,0,222,2,9.0,1027.0,82.0,1.0,0,1,2,0,3,4,12,12,337,3,0,1
4306,0,1240,2,12.0,1013.0,76.0,3.0,0,2,6,0,3,2,11,13,307,2,0,1
4307,0,1948,2,13.0,1019.0,56.0,3.0,0,3,11,0,4,3,11,13,308,2,0,1
4308,0,0,0,14.0,1020.0,77.0,2.0,0,0,5,0,27,6,6,21,178,1,0,1
4309,0,0,0,17.0,1022.0,77.0,1.0,0,3,5,0,9,2,6,0,160,1,0,1
4310,0,0,0,12.0,1003.0,91.0,4.0,0,1,0,0,21,3,1,23,21,3,0,1
4311,0,514,0,15.0,1012.0,67.0,1.0,0,4,7,0,6,1,4,20,96,0,0,1
4312,0,0,0,11.0,1020.0,87.0,0.0,0,2,5,0,29,1,6,3,180,1,0,1
4313,0,0,0,13.0,1017.0,92.0,0.0,0,2,5,0,22,1,6,1,173,1,0,1
4314,0,0,2,21.0,1015.0,32.0,2.0,0,0,5,0,26,0,7,13,207,1,0,1
4315,2,0,2,16.0,1019.0,56.0,1.0,0,1,8,0,10,2,11,10,314,2,0,1
4316,0,0,0,5.0,1022.0,81.0,4.0,0,1,0,0,19,1,1,6,19,3,0,1
4317,0,0,0,12.0,1026.0,93.0,0.0,0,0,0,0,27,2,1,6,27,3,0,1
4318,0,0,0,11.0,1015.0,94.0,1.0,0,0,5,0,1,0,11,6,305,2,1,1
4319,0,0,2,10.0,1014.0,57.0,5.0,0,1,5,0,27,5,11,10,331,3,0,1
4320,0,0,0,12.0,1018.0,68.0,2.0,0,3,5,0,12,0,4,1,102,0,0,1
4321,0,0,2,19.0,1022.0,49.0,2.0,0,0,5,0,24,6,10,15,297,3,0,1
4322,0,0,0,17.0,1017.0,63.0,2.0,0,1,5,0,23,3,9,6,266,3,0,1
4323,0,988,2,16.0,1021.0,56.0,1.0,0,2,6,0,19,4,11,13,323,2,0,1
4324,0,233,2,21.0,1016.0,73.0,0.0,0,1,6,0,15,2,9,14,258,2,0,1
4325,1,2663,2,12.0,1025.0,60.0,1.0,0,3,7,1,18,5,12,11,352,3,0,1
4326,2,2922,2,16.0,1016.0,69.0,2.0,0,4,13,0,23,3,9,8,266,3,0,1
4327,0,0,2,13.0,1023.0,59.0,3.0,0,1,5,0,29,0,11,14,333,3,0,1
4328,2,8705,2,22.0,1021.0,50.0,3.0,0,4,7,0,19,6,9,16,262,2,0,1
4329,0,0,0,11.0,1015.0,66.0,0.0,0,3,5,0,6,1,4,2,96,0,0,1
4330,0,0,2,14.0,1015.0,92.0,0.0,0,0,5,0,6,1,7,6,187,1,0,1
4331,0,0,2,13.0,1025.0,75.0,1.0,0,0,5,0,11,5,12,14,345,3,0,1
4332,2,325,1,16.0,1020.0,91.0,1.0,0,1,6,0,20,2,10,7,293,2,0,1
4333,0,0,0,13.0,1014.0,83.0,1.0,0,3,5,0,22,3,4,23,112,1,0,1
4334,0,0,0,12.0,1009.0,93.0,1.0,0,0,5,0,28,3,10,23,301,3,0,1
4335,0,0,0,13.0,1020.0,88.0,4.0,0,3,5,0,4,1,5,22,124,0,0,1
4336,0,0,1,13.0,1013.0,63.0,3.0,0,3,5,0,15,3,4,7,105,0,0,1
4337,0,0,2,14.0,1011.0,87.0,2.0,0,2,5,0,1,3,4,9,91,0,0,1
4338,0,0,2,20.0,1018.0,34.0,0.0,0,3,5,0,4,1,5,16,124,0,0,1
4339,2,989,2,24.0,1020.0,41.0,0.0,0,2,9,0,21,1,9,17,264,3,0,1
4340,0,0,0,10.0,1020.0,86.0,1.0,0,0,0,0,2,1,3,3,61,0,0,1
4341,0,419,2,20.0,1016.0,63.0,2.0,0,4,6,0,15,1,6,7,166,1,0,1
4342,0,0,0,11.0,1023.0,97.0,1.0,0,0,2,0,28,6,11,21,332,3,0,1
4343,0,0,0,16.0,1020.0,92.0,0.0,0,0,5,0,26,6,9,1,269,3,0,1
4344,0,0,1,9.0,1019.0,66.0,2.0,0,0,0,0,6,5,3,7,65,0,0,1
4345,0,0,2,13.0,1015.0,94.0,0.0,0,0,0,0,27,0,12,10,361,3,0,1
4346,0,0,0,16.0,1019.0,40.0,2.0,0,0,5,0,13,2,10,7,286,2,0,1
4347,0,0,2,18.0,1022.0,64.0,0.0,0,0,5,0,22,4,10,12,295,3,0,1
4348,0,0,2,20.0,1023.0,76.0,2.0,0,0,5,0,5,1,10,16,278,2,1,1
4349,0,0,0,11.0,1021.0,92.0,2.0,0,0,2,0,30,3,12,5,364,3,0,1
4350,0,0,2,16.0,1016.0,69.0,0.0,0,0,5,0,21,6,11,12,325,3,0,1
4351,0,0,1,14.0,1021.0,81.0,1.0,0,0,5,0,19,1,10,7,292,2,0,1
4352,0,126,2,22.0,1012.0,66.0,1.0,0,3,6,0,16,2,6,9,167,1,0,1
4353,0,0,0,15.0,1020.0,72.0,2.0,0,2,5,0,24,3,6,4,175,1,0,1
4354,0,0,0,7.0,1015.0,80.0,1.0,0,0,2,0,25,3,11,0,329,3,0,1
4355,2,2124,2,24.0,1018.0,39.0,1.0,0,3,6,0,11,0,10,17,284,2,0,1
4356,0,0,2,16.0,1023.0,74.0,0.0,0,0,3,0,12,6,12,14,346,3,0,1
4357,0,0,2,22.0,1016.0,44.0,2.0,0,0,5,0,17,5,7,7,198,1,0,1
4358,0,0,2,15.0,1019.0,42.0,2.0,0,0,0,0,9,1,3,16,68,0,0,1
4359,0,0,0,10.0,1025.0,52.0,2.0,0,0,5,0,15,2,12,21,349,3,0,1
4360,0,0,0,13.0,1018.0,51.0,1.0,0,0,0,0,18,3,3,20,77,0,0,1
4361,0,0,2,14.0,1019.0,83.0,1.0,0,3,5,0,12,2,5,11,132,0,0,1
4362,0,0,0,13.0,1013.0,93.0,0.0,1,0,0,0,23,3,12,3,357,3,0,1
4363,0,0,0,11.0,1021.0,84.0,1.0,0,0,5,0,22,4,10,3,295,3,0,1
4364,0,0,0,13.0,1020.0,79.0,1.0,0,0,5,0,19,6,9,4,262,2,0,1
4365,0,0,2,27.0,1017.0,46.0,0.0,0,3,5,0,10,3,6,15,161,1,1,1
4366,0,200,2,20.0,1021.0,58.0,0.0,0,1,7,0,28,0,6,13,179,1,0,1
4367,2,3317,2,12.0,1019.0,81.0,1.0,0,4,11,0,12,4,11,9,316,2,0,1
4368,2,1915,2,15.0,1015.0,80.0,1.0,0,4,8,0,21,1,12,10,355,3,0,1
4369,0,0,2,16.0,1010.0,78.0,1.0,0,2,5,0,20,6,6,14,171,1,0,1
4370,2,4892,2,16.0,1019.0,60.0,1.0,0,4,13,1,8,4,10,9,281,2,0,1
4371,0,0,2,19.0,1023.0,84.0,2.0,0,0,5,0,5,1,10,14,278,2,1,1
4372,0,0,0,11.0,1022.0,73.0,2.0,0,0,3,0,23,5,10,5,296,3,0,1
4373,0,0,0,13.0,1018.0,74.0,1.0,0,3,5,0,5,0,4,0,95,0,0,1
4374,0,0,0,18.0,1013.0,82.0,0.0,0,0,5,0,24,4,9,21,267,3,0,1
4375,0,0,0,7.0,1013.0,70.0,2.0,0,0,5,0,22,0,11,7,326,3,0,1
4376,0,979,0,10.0,1026.0,91.0,1.0,0,3,7,0,4,5,12,19,338,3,0,1
4377,0,0,2,10.0,1017.0,92.0,0.0,0,2,0,0,30,5,1,9,30,3,0,1
4378,0,0,2,20.0,1018.0,53.0,2.0,0,0,5,0,3,5,7,10,184,1,0,1
4379,0,319,0,16.0,1013.0,74.0,0.0,0,1,7,0,21,1,12,20,355,3,0,1
4380,0,0,0,15.0,1020.0,45.0,4.0,0,2,5,0,29,0,3,7,88,1,0,1
4381,0,0,0,12.0,1017.0,78.0,2.0,0,0,5,0,20,0,12,7,354,3,0,1
